X1,CaseID,Response_Legal,OpenEnd_Legal,Coded_Legal,Response_Medical,OpenEnd_Medical,Coded_Medical_AB,Coded_Medical,weight1,weight2,tm_start,tm_finish,duration,XSPANISH,XHISPAN,XGenes,DOV_ACSLANG,Q2,DOV_ORDER_Q9_Q10,DOV_ORDER_Q9,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q27,DOV_ORDER_Q29_Q30,Q29,Q30,Q42,Q43,Q44,Q44a,Q44a1,Q45,Q46,Q47,Q48B,Q48b1,DOV_ORDER_Q49,Q49_A,Q49_B,Q49_G,Q49_H,Q49_I,Q50_A,Q50_B,Q50_G,Q50_H,Q51_A,Q51_B,Q51_G,Q51_H,Q51_I,Q52_A,Q52_B,Q52_G,Q52_H,Q52_I,Q53,Q54,DOV_ORDER_Q1_New,Q1_New_1,Q1_New_2,Q1_New_3,Q1_New_4,Q1_New_5,Q1_New_6,Q1_New_7,Q1_New_8,DOV_ORDER_Q2_New,Q2_New_1,Q2_New_2,Q2_New_3,Q2_New_4,Q2_New_5,Q2_New_6,Q3_New,Q3A_New,Q4_New,Q5_New,Q5B_New_1,Q5B_New_2,Q5B_New_3,Q5B_New_Refused,DOV_ORDER_Q6_New,Q6_New_1,Q6_New_2,Q6_New_3,Q6_New_4,Q6_New_5,Q6_New_6,DOV_ORDER_Q7_New,Q7_New_1,Q7_New_2,Q7_New_3,Q7_New_4,Q7_New_5,Q7_New_6,Q8_New,PPAGE,ppagecat,ppagect4,PPEDUC,PPEDUCAT,PPETHM,PPGENDER,PPHHHEAD,PPHHSIZE,PPHOUSE,PPINCIMP,PPMARIT,PPMSACAT,PPREG4,ppreg9,PPRENT,PPSTATEN,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PPWORK,race1,race2,race3,race4,race5,race6,race7,race8,race9,race10,race11,race12,race13,race14,race15,partyid7,ppp10012,pph10001,pph1acid,pph1adhd,pph1brea,pph1canc,pph1pain,pph1diab,pph1eyed,pph1gastr,pph1hatk,pph1hepc,pph1hype,pph1chol,pph1aids,pph1kidn,pph1meno,pph1ms,pph1liver,pph1osar,pph1oste,pph1psor,pph1pah,pph1arth,pph1alle,pph1sexd,pph1inso,pph1stro,pph1ufib,pph1none,pppa1690
1094,1177,4,No tengo tiempo,interest,4,No quiero perder tiempo,Coded_Medical_A,interest,0.2015,0.246,10/4/17,10/12/17,11612,2,2,2,2,4,"Q10,Q9",NA,3,1,1,2,2,1,2,3,2,1,1,2,2,2,2,3,1,NA,-1,4,4,4,4,4,NA,3,2,3,4,NA,NA,2,2,2,2,2,3,3,3,4,4,4,4,4,3,4,4,4,4,3,3,3,NA,4,4,3,3,1,3,3,1,NA,2,1,1,1,2,2,3,NA,2,1,NA,NA,NA,NA,NA,3,2,2,3,2,3,NA,2,1,1,1,1,2,2,70,6,4,12,4,4,1,1,1,1,6,1,1,3,7,1,74,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1095,1178,1,"I would assume if I was being asked to submit DNA, the crime had something to do with me.",interest,1,"No harm to me, perhaps beneficial to others.",Coded_Medical_A,value,1.3913,0.8545,10/4/17,10/4/17,10,1,1,2,5,2,"Q10,Q9",NA,2,2,2,2,2,2,3,3,1,2,2,2,3,2,3,3,1,NA,4,4,4,3,3,1,NA,4,3,3,1,NA,NA,2,1,2,1,2,4,2,2,1,4,2,2,2,1,4,2,2,2,1,4,4,NA,3,3,3,4,4,3,3,3,NA,3,2,2,1,1,3,2,NA,2,2,0,1,0,0,NA,3,3,3,3,3,3,NA,1,1,1,1,1,1,1,60,5,4,13,4,1,1,1,5,1,21,1,1,4,8,1,86,0,0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
1095,1178,1,"I would assume if I was being asked to submit DNA, the crime had something to do with me.",interest,1,"No harm to me, perhaps beneficial to others.",Coded_Medical_B,interest,1.3913,0.8545,10/4/17,10/4/17,10,1,1,2,5,2,"Q10,Q9",NA,2,2,2,2,2,2,3,3,1,2,2,2,3,2,3,3,1,NA,4,4,4,3,3,1,NA,4,3,3,1,NA,NA,2,1,2,1,2,4,2,2,1,4,2,2,2,1,4,2,2,2,1,4,4,NA,3,3,3,4,4,3,3,3,NA,3,2,2,1,1,3,2,NA,2,2,0,1,0,0,NA,3,3,3,3,3,3,NA,1,1,1,1,1,1,1,60,5,4,13,4,1,1,1,5,1,21,1,1,4,8,1,86,0,0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
1096,1179,4,afraid  it would be miss use .,mistrust,2,NA,Coded_Medical_A,"NA",0.2424,0.778,10/4/17,10/4/17,18,1,1,2,5,4,"Q10,Q9",NA,1,1,1,2,2,3,2,2,1,1,1,2,2,3,2,3,1,NA,4,4,4,2,1,2,NA,4,1,1,4,NA,NA,2,2,1,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,NA,2,2,2,3,4,3,4,1,NA,2,1,2,1,2,2,1,NA,1,3,NA,NA,NA,NA,NA,1,2,4,2,1,2,NA,2,1,2,2,2,2,2,52,4,3,11,3,3,1,1,4,3,6,1,1,4,9,2,93,0,0,1,1,2,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1097,1180,2,if i was innocent of a crime,interest,3,don't know enough about bio banks,Coded_Medical_A,need more information,0.2056,0.6597,10/4/17,10/4/17,32,1,1,2,5,5,NA,NA,1,2,1,2,2,1,2,3,1,1,1,2,2,1,2,3,1,"Q29,Q30",4,4,4,-1,2,3,NA,1,1,1,2,NA,NA,1,2,1,1,1,2,2,2,2,2,2,2,2,2,3,3,2,2,2,1,2,NA,3,3,2,3,3,3,3,3,NA,3,1,-1,1,-1,3,2,NA,1,2,1,1,1,0,NA,2,3,3,3,2,2,NA,3,1,2,2,2,3,1,75,7,4,10,3,3,2,0,2,1,11,1,1,4,9,1,95,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,3,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,-1
1098,1181,2,Not sure,indeterminate willing,3,Don't know enough about it,Coded_Medical_A,need more information,2.1067,1.2938,10/4/17,10/4/17,8,1,1,2,5,3,NA,NA,1,1,1,3,2,3,3,3,1,1,1,2,2,3,3,2,1,NA,3,1,4,2,4,3,NA,4,2,3,2,NA,NA,3,2,2,2,2,4,3,3,4,4,3,3,4,2,4,3,3,4,2,4,4,NA,3,4,3,2,1,4,3,3,NA,1,1,1,1,1,2,3,NA,2,1,NA,NA,NA,NA,NA,1,1,2,5,3,3,NA,1,1,1,1,1,1,3,31,2,2,11,3,1,2,1,4,1,13,1,0,2,4,1,47,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1099,1182,2,Have my DNA tested.,interest,1,Have my DNA tested.,Coded_Medical_A,interest,0.1715,0.2933,10/4/17,10/4/17,24,1,1,2,5,2,"Q10,Q9",NA,1,1,1,3,2,3,3,3,1,2,1,3,3,3,3,3,1,NA,3,1,2,2,3,1,NA,2,1,1,2,NA,NA,1,2,2,2,1,2,2,3,2,3,4,4,4,2,2,2,3,3,2,2,2,NA,2,2,4,3,4,4,4,1,NA,2,1,2,3,2,2,3,NA,2,1,NA,NA,NA,NA,NA,2,2,4,3,4,4,NA,2,1,2,2,1,2,1,71,6,4,13,4,2,2,1,3,1,17,1,1,2,3,1,33,0,0,0,1,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,1
1100,1183,4,Just makes me uncomfortable. I would  donate for research puroses on disease or cures . Or for genetic predisposition possibly,general,2,I might be willing to donate dna if i learned more.,Coded_Medical_A,need more information,1.906,1.1706,10/4/17,10/4/17,22,1,1,2,5,4,"Q10,Q9",NA,1,1,1,3,2,1,3,3,1,1,1,2,3,-1,3,3,1,NA,3,1,4,-1,2,2,NA,1,1,1,4,NA,NA,2,1,1,1,2,1,1,1,1,3,3,3,3,3,3,3,3,3,2,2,2,NA,2,3,2,2,3,2,3,1,NA,3,2,2,2,1,4,3,NA,1,2,1,1,0,0,NA,1,1,4,3,3,3,NA,3,1,2,2,1,2,2,44,3,2,10,3,1,2,1,3,1,12,4,1,3,5,2,59,0,0,1,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
1101,1184,1,Prefiero no comentar,indeterminate willing,1,Para q la ciencia siga avanzando,Coded_Medical_A,value,1.9546,2.386,10/4/17,10/4/17,28,2,2,2,2,5,NA,NA,2,1,1,2,2,3,2,3,1,1,1,1,2,3,2,3,1,NA,2,4,4,1,1,1,NA,2,1,1,1,NA,NA,1,1,1,1,1,2,2,2,2,3,3,3,2,2,3,3,2,2,2,1,1,NA,3,3,3,4,3,3,2,2,NA,3,2,2,1,2,2,2,NA,2,1,NA,NA,NA,NA,NA,3,3,2,3,3,4,NA,3,1,1,2,1,2,2,18,1,1,9,2,4,1,0,6,1,14,5,0,3,7,1,74,0,0,0,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,-2
1102,1185,2,"if it helps someone innocent be exonerated, it would be worth it",exoneration/innocence,3,intrusive,Coded_Medical_A,privacy,1.4496,0.8903,10/4/17,10/4/17,16,1,1,2,5,3,NA,NA,1,1,1,2,2,1,2,3,1,1,1,2,2,1,2,2,1,NA,1,1,4,2,2,3,NA,3,1,2,2,NA,NA,1,1,1,1,2,1,2,1,2,4,3,2,3,3,3,3,2,3,2,1,2,NA,2,4,2,4,5,3,3,3,NA,3,2,2,1,1,2,4,NA,1,2,1,1,0,0,NA,2,3,4,3,4,3,NA,2,1,2,1,1,1,2,33,2,2,14,4,1,2,1,2,2,12,3,1,3,5,2,58,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1
1103,1186,1,"If swabbing my mouth would solve a crime that I have no connection with, then more power to them.",trust,2,Depends on what is being researched and why.,Coded_Medical_A,need more information,1.4321,1.7481,10/4/17,10/4/17,20,1,2,2,2,5,"Q10,Q9",NA,1,1,1,2,3,2,2,3,1,1,1,2,3,3,3,3,1,NA,3,1,4,3,1,2,NA,3,2,1,1,NA,NA,1,1,3,2,1,2,2,3,3,2,2,3,2,1,3,3,3,4,1,1,2,NA,5,4,2,2,3,2,1,1,NA,2,2,1,2,2,2,5,NA,3,1,NA,NA,NA,NA,NA,3,1,2,5,5,1,NA,2,2,1,3,2,3,3,29,2,1,9,2,4,1,1,6,1,11,1,1,4,8,1,87,1,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1104,1187,4,because i am not convicted of any crimes if i was then they can have whatever they want,general,4,because i dont know enough about it,Coded_Medical_A,need more information,1.0204,0.6267,10/4/17,10/4/17,43,1,1,2,5,4,NA,NA,1,2,1,1,1,3,3,3,1,2,1,1,3,2,3,3,3,"Q29,Q30",4,4,4,3,2,4,NA,3,2,2,4,NA,NA,1,3,3,3,1,1,3,3,2,2,4,4,3,1,3,3,3,3,1,2,2,NA,3,3,3,3,3,3,3,1,NA,2,1,1,1,1,2,5,NA,3,1,NA,NA,NA,NA,NA,1,1,3,5,3,5,NA,2,1,1,1,1,2,3,68,6,4,9,2,1,1,1,5,1,14,1,0,1,2,1,23,0,0,1,1,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,-2
1105,1188,2,If it would prove guilt or innocence,justice,1,If it would benefit others,Coded_Medical_A,value,0.9188,0.5643,10/4/17,10/4/17,15,1,1,2,5,4,"Q10,Q9",NA,1,1,1,2,2,2,3,3,1,2,1,3,2,2,2,3,1,"Q29,Q30",4,1,4,3,2,1,NA,2,2,2,2,NA,NA,1,2,1,1,2,1,1,1,2,4,1,3,4,2,4,3,2,3,2,2,1,NA,1,2,2,4,5,4,4,2,NA,3,1,2,2,2,3,4,NA,2,2,1,0,0,0,NA,2,4,5,3,1,4,NA,3,1,1,2,2,2,3,68,6,4,13,4,1,2,1,2,1,17,1,1,3,7,1,74,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1106,1189,3,help prove innocence,exoneration/innocence,1,help science,Coded_Medical_A,value,0.3409,1.0941,10/4/17,10/13/17,12996,1,1,2,5,4,NA,NA,1,1,1,2,1,1,2,3,1,2,1,2,3,2,3,3,1,"Q29,Q30",1,1,4,1,1,1,NA,3,2,1,3,NA,NA,1,1,1,1,1,1,1,1,1,3,2,2,2,1,2,2,2,2,1,1,1,NA,2,2,2,4,5,4,4,4,NA,3,2,2,1,1,4,3,NA,1,2,1,0,0,0,NA,2,4,4,4,2,4,NA,3,1,1,1,1,2,3,44,3,2,13,4,3,1,1,4,1,20,1,1,4,9,1,93,0,0,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1107,1190,1,"I never plan on being a criminal, so it wouldn‰Ûªt harm me but could help solve a crime.",trust,1,The research is important and could lead to all sorts of cures for illness and disease. I‰Ûªm opposed to genetic modification for appearance or performance purposes though.,Coded_Medical_A,medical cure,1.5252,0.9367,10/4/17,10/4/17,11,1,1,2,5,4,"Q10,Q9",NA,1,1,1,2,2,3,3,3,1,1,1,2,2,3,3,3,1,NA,1,1,2,2,3,1,NA,1,1,1,1,NA,NA,1,1,2,1,1,1,1,1,1,4,4,4,3,2,3,3,2,2,2,1,3,NA,1,1,2,4,5,2,4,2,NA,3,1,2,2,2,3,3,NA,1,2,1,0,0,0,NA,1,2,5,3,2,5,NA,3,1,2,2,1,2,2,32,2,2,12,4,1,2,1,2,1,16,1,1,3,5,1,58,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,NA
1108,1191,2,NA,"NA",1,NA,Coded_Medical_A,"NA",1.247,0.7658,10/4/17,10/4/17,17,1,1,2,5,4,"Q10,Q9",NA,1,1,1,2,2,1,3,3,1,1,1,2,1,1,3,3,1,"Q29,Q30",4,1,4,2,3,1,NA,3,2,2,2,NA,NA,1,1,1,1,1,1,1,1,1,3,2,2,2,2,3,2,2,1,2,1,1,NA,1,1,1,3,5,3,5,4,NA,-1,2,3,1,3,3,1,NA,1,2,1,1,1,0,NA,2,4,4,2,1,2,NA,3,2,2,2,2,3,1,75,7,4,13,4,1,1,1,1,1,20,5,1,1,2,1,23,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1109,1192,2,NA,"NA",2,To contribute to the research and development.,Coded_Medical_A,value,0.1367,0.4386,10/4/17,10/4/17,32,1,1,2,5,3,"Q10,Q9",NA,1,3,1,2,2,2,3,3,1,3,2,2,2,2,3,3,1,"Q29,Q30",4,4,4,2,3,2,NA,2,2,2,2,NA,NA,1,1,1,1,2,1,1,-1,1,2,2,2,1,1,2,2,2,2,1,1,1,NA,3,3,3,2,5,5,3,3,NA,3,2,3,3,3,3,2,NA,1,2,1,1,1,0,NA,5,4,4,3,1,2,NA,3,2,3,3,2,3,1,58,5,3,12,4,3,2,1,6,1,16,1,1,4,9,1,93,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1110,1194,1,It may useful for human being .,help society,1,Iit may be useful for human being to some extent.,Coded_Medical_A,value,1.3725,4.4049,10/4/17,10/9/17,7275,1,1,2,5,4,"Q10,Q9",NA,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,3,1,"Q29,Q30",4,4,4,2,2,1,NA,3,1,1,1,NA,NA,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,2,2,1,1,1,NA,2,2,2,3,2,2,4,3,NA,3,3,3,2,3,3,4,NA,3,1,NA,NA,NA,NA,NA,2,2,2,4,2,4,NA,1,1,1,1,1,1,3,67,6,4,9,2,3,1,0,5,1,19,1,1,3,7,1,74,0,0,1,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1111,1195,4,I don't trust the government with this information. If I haven't committed a crime then the government  has no right to have this information. Its a violation of my constitutional guarantees .,violates rights,4,I don't trust that this information will be kept confidential.,Coded_Medical_A,privacy,0.3172,0.3871,10/4/17,10/4/17,16,1,4,2,1,5,NA,NA,1,1,1,2,2,1,2,3,1,1,2,2,2,2,2,3,1,NA,4,4,4,2,2,4,NA,1,1,1,4,NA,NA,3,1,1,1,1,4,2,1,1,4,4,3,4,1,4,2,2,2,1,4,4,NA,5,4,2,5,5,5,4,1,NA,3,1,2,2,1,4,1,NA,1,2,1,0,0,0,NA,5,5,4,2,1,2,NA,3,1,2,2,1,4,1,67,6,4,12,4,4,1,1,1,1,15,1,1,1,2,1,21,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1112,1196,4,"Unless I'm a suspect, I see no reason why the government would need to have my DNA on file.",anti-government,2,"To help discover cuts for diseases, but only if the genetic material was anonymized.",Coded_Medical_A,medical cure,0.562,0.686,10/4/17,10/4/17,14,1,8,2,2,5,NA,NA,1,1,1,2,2,1,2,3,2,2,1,2,2,-1,3,3,1,"Q29,Q30",1,1,4,2,2,2,NA,3,2,2,4,NA,NA,1,1,1,1,1,1,1,1,3,3,4,4,3,3,3,3,3,3,3,1,1,NA,1,2,1,4,5,5,5,5,NA,4,1,2,1,2,2,3,NA,1,2,1,0,0,0,NA,1,4,5,3,1,5,NA,4,1,2,1,2,2,1,33,2,2,12,4,4,2,1,2,1,16,1,1,3,5,1,56,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1112,1196,4,"Unless I'm a suspect, I see no reason why the government would need to have my DNA on file.",anti-government,2,"To help discover cuts for diseases, but only if the genetic material was anonymized.",Coded_Medical_B,privacy,0.562,0.686,10/4/17,10/4/17,14,1,8,2,2,5,NA,NA,1,1,1,2,2,1,2,3,2,2,1,2,2,-1,3,3,1,"Q29,Q30",1,1,4,2,2,2,NA,3,2,2,4,NA,NA,1,1,1,1,1,1,1,1,3,3,4,4,3,3,3,3,3,3,3,1,1,NA,1,2,1,4,5,5,5,5,NA,4,1,2,1,2,2,3,NA,1,2,1,0,0,0,NA,1,4,5,3,1,5,NA,4,1,2,1,2,2,1,33,2,2,12,4,4,2,1,2,1,16,1,1,3,5,1,56,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1113,1197,4,NA,"NA",4,NA,Coded_Medical_A,"NA",0.1663,0.203,10/4/17,10/11/17,10121,1,2,2,1,5,NA,NA,1,2,1,1,1,2,2,3,1,1,1,1,2,2,2,3,3,"Q29,Q30",4,1,4,2,2,4,NA,3,1,1,4,NA,NA,2,2,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,2,4,2,3,3,3,3,4,NA,2,1,2,2,1,2,3,NA,1,2,1,0,0,0,NA,2,3,4,2,2,2,NA,2,1,2,2,2,2,1,66,6,4,12,4,4,1,1,2,1,16,1,0,2,4,1,47,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1114,1198,4,NA,"NA",4,Porqie no me interesa participar en investigavioned,Coded_Medical_A,interest,0.5247,0.6405,10/4/17,10/4/17,13,2,2,2,3,1,"Q10,Q9",NA,1,1,1,1,1,1,1,3,1,2,1,1,1,2,2,3,3,NA,4,4,4,1,4,4,NA,4,4,4,4,NA,NA,1,3,3,3,3,1,-1,1,1,4,4,4,4,4,4,4,4,4,4,1,1,NA,-1,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,NA,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,60,5,4,10,3,4,2,0,2,2,1,1,1,4,9,2,93,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,4
1115,1199,3,Concern about privacy,privacy,1,It is important for better understanding the etiology of disease and to develop better interventions,Coded_Medical_A,medical cure,2.2946,1.4092,10/4/17,10/4/17,7,1,1,2,5,4,NA,NA,1,1,1,2,2,2,2,2,1,2,2,3,3,3,3,3,1,NA,1,1,3,1,1,1,NA,3,2,1,3,NA,NA,1,1,2,1,2,1,1,1,1,4,1,3,2,3,4,3,3,4,3,1,1,NA,3,3,4,3,2,1,1,2,NA,3,1,2,3,2,3,5,NA,3,2,1,0,0,0,NA,1,2,4,5,3,4,NA,3,2,1,3,2,3,3,28,2,1,13,4,1,2,1,2,3,16,1,1,3,5,2,59,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1116,1200,4,Unknown what other uses the DNA will be used for,mistrust,3,Not sure what other uses my DNA will be used for,Coded_Medical_A,mistrust,0.2158,0.6927,10/4/17,10/5/17,1482,1,1,2,5,2,NA,NA,1,1,1,2,2,1,2,3,1,1,1,2,2,1,2,3,1,NA,4,1,4,1,2,3,NA,2,1,1,4,NA,NA,3,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,NA,5,5,1,5,5,5,5,5,NA,4,2,2,2,3,3,3,NA,1,2,1,0,0,0,NA,2,5,5,5,1,1,NA,4,2,2,2,3,3,2,68,6,4,13,4,3,2,1,2,1,18,1,1,4,9,1,93,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1117,1201,3,same reason I dont like being used but if it was a matter of a criminal investigation I would,need more information,4,dont know why I guess because I dont like invasion of my body,Coded_Medical_A,value,0.5659,1.8162,10/4/17,10/4/17,30,1,1,2,5,3,"Q10,Q9",NA,1,1,1,2,2,2,3,3,1,2,1,2,2,3,2,2,1,NA,4,4,4,2,2,4,NA,2,1,1,3,NA,NA,2,1,1,2,1,2,2,2,2,2,2,2,2,1,3,3,3,3,2,2,3,NA,4,3,2,2,4,2,2,2,NA,2,1,1,2,1,4,3,NA,2,1,NA,NA,NA,NA,NA,2,2,2,4,2,4,NA,2,1,1,2,1,2,2,78,7,4,9,2,3,2,1,2,1,10,1,1,4,8,1,88,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1118,1202,1,If it was me and it would prove my innocence why not use it,interest,1,Might help in research to cure,Coded_Medical_A,medical cure,1.8048,1.1084,10/4/17,10/4/17,18,1,1,2,5,3,NA,NA,1,1,1,2,1,1,2,3,1,1,1,2,1,2,3,2,3,"Q29,Q30",4,1,4,2,2,1,NA,2,1,2,1,NA,NA,2,1,1,2,1,3,2,3,2,4,4,4,4,2,2,3,4,3,2,2,2,NA,3,4,3,2,3,2,4,3,NA,3,1,1,1,1,3,4,NA,2,2,1,1,0,0,NA,3,2,3,4,2,3,NA,2,1,1,1,1,1,2,48,4,3,9,2,1,2,1,2,2,13,3,1,3,7,2,74,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2
1119,1204,3,not that trusting,mistrust,3,do not trust security measures,Coded_Medical_A,mistrust,2.1325,1.3097,10/4/17,10/4/17,7,1,1,2,5,5,NA,NA,1,2,1,2,2,2,2,2,3,3,3,3,3,3,3,3,2,"Q29,Q30",4,4,4,3,1,3,NA,4,4,4,3,NA,NA,2,2,2,2,2,3,4,3,3,3,4,3,3,3,3,4,3,3,3,3,2,NA,3,3,3,3,3,3,3,3,NA,3,1,1,2,2,4,3,NA,2,2,1,0,0,0,NA,3,3,3,3,3,3,NA,3,1,1,2,2,2,2,32,2,2,11,3,1,1,1,3,4,8,1,1,3,5,1,56,0,1,0,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1120,1205,1,Para fines de estudio e investigacion,research,1,Para fines de estudio e investigacion...,Coded_Medical_A,value,1.0639,1.2987,10/4/17,10/4/17,40,2,8,2,3,5,NA,NA,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,NA,4,4,3,1,1,1,NA,2,1,1,1,NA,NA,1,1,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,2,1,1,1,NA,1,1,1,3,5,3,3,1,NA,3,2,3,2,2,2,1,NA,1,3,NA,NA,NA,NA,NA,4,2,5,1,1,3,NA,4,2,3,1,2,2,1,59,5,3,9,2,4,2,1,3,3,14,1,1,1,2,2,21,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
